windvelo (m/s),winddeg (deg),windveloX,windveloY
0.25,293.5,0.09968726723131156,-0.229265018596281
0.61,197.9,-0.5804725863664573,-0.1874875368578823
0.39,193.1,-0.3798506272388302,-0.08839400990037342
0.68,230.6,-0.43161674897754204,-0.5254588299781987
1.08,136.5,-0.7834043206932708,0.7434229417492543
0.68,167.4,-0.6636233981183483,0.14833740414964877
0.52,128.1,-0.3208586550731892,0.4092062114198955
0.79,121.9,-0.41746628443065414,0.6706876332270219
1.02,142.9,-0.8135356074017333,0.6152721475001879
1.19,166.6,-1.1576032950691817,0.27578000515804746
1.21,153.3,-1.0809793798766834,0.5436759883252349
0.86,154.6,-0.7768683518624387,0.3688842147267055
1.53,160.0,-1.4377297098024397,0.5232908192882734
0.74,154.4,-0.6673560695397842,0.3197434541134668
1.18,150.2,-1.0239632349753354,0.5864292740125154
1.02,155.8,-0.9303625184957184,0.41812149451840425
1.26,119.5,-0.6204536857303683,1.0966481768842737
1.63,132.2,-1.0949045605964738,1.2075114919474028
1.31,138.0,-0.9735197213753863,0.8765610943301044
1.3,148.5,-1.10843221366032,0.6792481341307336
1.86,140.3,-1.4310831723872253,1.1881081405790113
1.12,153.5,-1.0023264849942681,0.49974155068298615
0.73,190.4,-0.7180071736937716,-0.1317789760329089
0.61,215.0,-0.499682747016285,-0.34988162617413815
1.01,205.4,-0.9123686457919339,-0.43322448473717723
1.11,197.5,-1.058625815330532,-0.3337834374497432
1.42,214.5,-1.170259187843262,-0.8042968564332628
1.57,209.7,-1.3637514776679607,-0.7778701094388794
1.42,207.4,-1.2606978468936898,-0.6534836943930692
0.8,171.4,-0.7910051048376047,0.11962827475496772
1.06,151.9,-0.935054477978728,0.49927259409257446
1.01,147.8,-0.8546550977888397,0.5382050388314371
1.09,174.6,-1.0851625414173574,0.10257806151718066
1.47,194.0,-1.4263347176257148,-0.3556251865315112
2.25,188.3,-2.226433025405181,-0.32480145225219015
2.37,189.5,-2.3374968756432386,-0.39116282588980555
2.44,177.1,-2.436875231529414,0.12344677378718068
2.21,161.3,-2.0933347138187237,0.708554709194344
2.5,145.8,-2.0677014356864047,1.4052084446303261
2.0,137.1,-1.4650857975747573,1.3614417379178358
3.13,126.3,-1.853001249641557,2.522555523437854
2.61,140.5,-2.0139401626419495,1.6601641549249635
1.95,155.8,-1.7786342265359323,0.799349915991067
2.75,153.3,-2.4567713179015533,1.2356272461937157
2.26,160.3,-2.127723431275206,0.7618352840361655
2.38,152.2,-2.1053027210118995,1.1100002040089412
2.55,162.8,-2.4359598234119764,0.7540555276123182
2.05,154.0,-1.8425277949132923,0.8986608509176084
1.51,160.7,-1.4251394368906765,0.49907673299696675
2.15,163.3,-2.059318363917427,0.6178251176768802
2.03,146.4,-1.6908301186415018,1.1233848449639885
2.08,168.0,-2.034547009526316,0.43245631690093933
2.25,179.6,-2.2499451690871384,0.01570783567041379
2.11,164.6,-2.0342413029339723,0.5603234078971671
1.27,177.7,-1.2689768817953464,0.05096737651635123
1.36,184.2,-1.356347689025263,-0.09960394809357877
1.65,185.5,-1.642403727305845,-0.15814549165836977
1.34,186.8,-1.3305737808627596,-0.15866131753071133
1.26,196.4,-1.2087356079204725,-0.3557502356220242
1.59,202.9,-1.464684794849497,-0.6187070807229279
1.34,202.6,-1.2371016909313945,-0.5149557323641367
1.14,202.5,-1.0532226670628668,-0.4362591128962022
1.0,199.3,-0.9438009515832293,-0.33051439271322325
1.23,195.7,-1.184110848104569,-0.3328385485503119
1.44,200.6,-1.3479257314641215,-0.5066519737027703
1.15,208.6,-1.0096804217421778,-0.5504956366316976
0.5,183.4,-0.4991199139618826,-0.0296531867879809
0.43,178.3,-0.4298107398513351,0.012756484956597647
0.37,216.9,-0.2958833236402234,-0.22215548337057717
0.56,36.7,0.4489943607765023,0.33467008230629186
0.65,63.72,0.287792850175286,0.5828166739104034
0.46,65.84,0.1882716308535749,0.41970679410242484
0.39,51.22,0.24426937584099231,0.30402709094133706
0.35,66.65,0.1387213966307945,0.3213352985851411
0.46,52.77,0.27830740326575304,0.3662580910880653
0.61,25.38,0.5511258283041512,0.2614580681028283
0.26,17.47,0.24800730999096335,0.07805366225262088
0.32,194.6,-0.30966693455423083,-0.08066219463779638
0.48,54.01,0.28206914075430933,0.3883773935672951
0.72,53.99,0.4233070392781243,0.5824183638052534
0.36,127.7,-0.22014973446689917,0.2848404718682964
0.41,38.85,0.31930424984082467,0.2571863060771087
0.32,16.81,0.30632609196368554,0.09254364042037504
1.18,17.31,1.126556482240391,0.3510989779565802
0.67,263.7,-0.07352198843100063,-0.6659538401549704
0.74,249.0,-0.2651922826635225,-0.6908495156079292
1.09,358.6,1.0896746238614896,-0.026631074186391518
2.07,358.4,2.069192938133533,-0.057797792157788165
1.97,360.0,1.97,-4.825108388640571e-16
1.72,2.66,1.7181467310330238,0.07982362207099744
2.34,9.28,2.309374235980223,0.377346840705948
2.61,10.43,2.5668744907738046,0.4724990461521804
2.91,15.36,2.806056436638751,0.7708094929346919
2.61,15.61,2.513731759757056,0.7023194714577503
2.66,14.69,2.573049992244756,0.6745470609299713
2.3,8.99,2.271745945587791,0.359402780603368
2.35,17.51,2.241111464925393,0.7070497873417116
2.86,26.39,2.5619575412145523,1.2712094858888854
2.77,32.69,2.3312460130181814,1.4960588313254373
2.95,35.06,2.4147252948561806,1.6945801103464337
2.43,20.2,2.280538045305721,0.8390746235664392
2.49,7.9,2.466368563463389,0.3422369196324952
2.87,25.71,2.585873787853884,1.2450529118435918
3.06,33.36,2.5558098215909117,1.6826871830080095
3.74,32.34,3.159883285282275,2.0006842887856386
3.3,30.98,2.829245201245484,1.6986381578280285
2.63,25.26,2.378521192053419,1.1222909332934943
2.16,26.75,1.9288345177680561,0.9722126326408596
3.68,34.03,3.0497803716386813,2.059427028269617
3.92,33.44,3.271096339024401,2.1601686834183016
3.81,31.94,3.233175758234786,2.015607728791224
3.07,23.28,2.820054098214541,1.2133403822272517
2.44,16.51,2.3393991665755287,0.6934057538164232
2.96,3.71,2.9537968465793254,0.19153117014740315
3.52,12.2,3.4405039478870574,0.743863283522968
3.16,10.42,3.1078865371210442,0.5715253908460795
3.37,10.7,3.3114051243519835,0.6256964938493952
2.69,3.52,2.6849251203841025,0.16515779706212463
2.79,357.8,2.7879435367856336,-0.1071019873541796
2.69,348.8,2.6387693678893256,-0.5224904047817237
2.71,358.1,2.708510085202162,-0.08985053343290608
2.95,13.31,2.8707591847690046,0.6791477770444374
2.98,15.21,2.875612743007991,0.7818256533588924
2.4,7.21,2.381022747427054,0.30121533200506706
2.04,10.41,2.006421496568778,0.3686092485365835
2.17,21.38,2.020667381601093,0.791077324244213
2.21,26.19,1.9831112634281194,0.9753818313176269
2.03,25.35,1.834529808699067,0.8691377226852854
2.23,29.12,1.9481333670135166,1.0852079912756718
3.02,30.56,2.6005135294038157,1.5354899489699407
2.48,31.11,2.1233187603258807,1.2813732641381914
3.01,33.65,2.505638375151386,1.6678957800080676
3.13,32.93,2.627119626648649,1.7015118181421673
2.08,39.96,1.5943054541634478,1.3358855186072955
2.06,30.6,1.7731285756281239,1.0486253164457648
1.58,42.44,1.1660153659582677,1.0662120644361548
1.52,28.83,1.3316025577348851,0.7329629105445322
2.61,35.2,2.132748184654685,1.5044883452031603
3.03,36.38,2.4394556984666984,1.797207805240772
2.72,37.55,2.1564752788840065,1.6577135975680928
2.51,37.97,1.978715842971297,1.5442744616079063
1.84,44.75,1.3067410911468453,1.295387092998982
1.9,40.33,1.4484261769762727,1.2296591437670434
1.63,40.74,1.2350166084900587,1.0637828616563219
1.32,47.98,0.8835947631301531,0.9806427966231991
0.49,104.4,-0.12185804471077888,0.4746057489530292
0.87,165.3,-0.8415229449150129,0.22076941178878062
0.66,127.4,-0.4008680542173693,0.5243136495533759
0.57,153.1,-0.5083245918749719,0.2578877843077162
0.24,19.78,0.22583974883286795,0.08121827286459074
0.21,338.7,0.19565515779296527,-0.07628275839932548
0.41,12.0,0.4010405163008603,0.08524379323528132
0.75,19.22,0.708196137442052,0.24689720717772046
1.3,33.71,1.0814144520902258,0.7214865090979851
0.51,29.98,0.4417619408118528,0.25484581152168273
0.45,109.4,-0.14947250934766648,0.4244501960764204
0.46,251.8,-0.14367406251562695,-0.43698714370134023
0.53,253.5,-0.15052813269307902,-0.5081744594801424
0.39,256.9,-0.08839400990037354,-0.3798506272388301
0.51,263.6,-0.056849155425225714,-0.5068216387719042
0.69,54.77,0.3980334643096585,0.5636216472862373
1.08,71.6,0.3409009599028707,1.0247860925760564
1.11,76.5,0.25912435388005506,1.079330611641421
1.06,90.7,-0.012950020885362071,1.059920891840079
1.47,76.2,0.35064418264051384,1.427567391467165
1.76,44.89,1.2468949235869569,1.2421163590956674
2.57,17.56,2.4502419308024668,0.7753802167565278
2.71,3.01,2.7062612438841045,0.14230277527462393
2.12,5.04,2.1118032513835256,0.1862445366875755
3.12,10.59,3.0668584120067295,0.5733929548778585
2.81,12.96,2.738420512530282,0.6302008382677612
3.2,22.36,2.959397905902128,1.2173594516584245
3.67,24.69,3.334492619573797,1.5329902054507323
3.71,25.2,3.3569083646489326,1.5796411717064196
3.97,25.39,3.586538265359328,1.702246536525572
3.79,24.27,3.4550345702044614,1.5578305808694584
3.6,28.43,3.1658378977589723,1.713905016362649
4.01,30.32,3.46150973242736,2.024364189643421
3.77,31.48,3.215140820515224,1.9686974130771573
3.97,27.97,3.5062773476058933,1.8619664770520932
3.58,21.16,3.338622207338877,1.2922854780054152
3.53,24.01,3.224564825418466,1.4363431646629503
3.38,23.21,3.106445004648091,1.3320658516368176
3.14,17.27,2.9984374135407728,0.9321872542997576
3.35,21.32,3.120740646959028,1.217981040253808
3.7,27.66,3.2771563444446627,1.7176281012099488
3.57,27.55,3.1651889313653743,1.6512053260458313
3.44,28.72,3.016805973424568,1.6530219958336443
3.44,30.17,2.974010940493363,1.7288316649766053
3.17,28.55,2.7845291998926225,1.515023806725608
3.28,30.37,2.8299135115632725,1.6583092344528592
3.78,31.68,3.216759141183935,1.9851601012536977
3.61,29.92,3.128868914791494,1.8006330314785126
3.29,29.56,2.8617721328639414,1.6230712429106027
3.34,31.27,2.8548006467633957,1.7336993012743869
2.74,29.72,2.379576327867381,1.3583874630801005
2.64,28.21,2.326423342254248,1.2479400757306314
2.47,28.78,2.164892732309554,1.189175957372699
2.92,27.01,2.6015076410378546,1.3261063281734449
2.68,31.72,2.279682057470883,1.409059869858383
2.36,28.64,2.071250628822758,1.131159066003243
2.39,27.19,2.125895770734459,1.0920930234981554
2.72,29.88,2.358432307167413,1.355063486523415
2.23,27.79,1.9727970662929482,1.039697905752405
2.58,34.33,2.1305720488782147,1.4550129705741068
2.66,34.98,2.1794768794667707,1.524952632664303
2.74,31.86,2.3271926967214873,1.4462967027294822
2.69,31.05,2.3045701257469835,1.3874640663867777
2.68,29.95,2.322116568841247,1.3379740807328657
2.64,29.78,2.2913586356402114,1.3112115019618424
2.77,33.99,2.2967043862771477,1.5485635156671196
2.06,27.5,1.8272423163471367,0.9512021432641699
1.92,28.66,1.6847639216067762,0.9208531524907518
1.73,31.29,1.4783706182336847,0.8985100528894227
1.67,29.4,1.4549270645707164,0.8198092685372851
1.14,29.13,0.995809902875336,0.554943814575326
1.26,40.35,0.9602505470927095,0.8157934093924467
1.07,41.19,0.8052069506638225,0.7046571979357542
1.17,41.52,0.8760075212468807,0.7755712879670673
1.38,32.5,1.163880195221782,0.7414734595186169
1.57,34.41,1.295273362177524,0.887224276738037
1.61,32.49,1.3580111871970744,0.8648153649465259
1.36,32.75,1.1438130576315737,0.7357252810604717
1.3,27.55,1.1525898069397722,0.601279250380835
1.46,33.33,1.2198588775377743,0.8022121408282732
1.43,31.76,1.2158723296563392,0.7526981320397081
1.09,26.64,0.9742871523248776,0.48873770553813517
1.32,23.9,1.2068152209092282,0.5347868945494185
1.12,13.6,1.0885963206479718,0.26335916667490084
1.15,9.07,1.1356209551796872,0.18128719247860547
1.71,19.19,1.6149817191884441,0.5620801070017845
1.19,61.25,0.5723766350140712,1.0433048392919342
0.67,71.6,0.2114848547545587,0.6357469278018127
0.96,107.2,-0.28387972804228473,0.91706722763745
0.6,96.6,-0.06896229029571989,0.5960236593602378
1.51,134.0,-1.048934139393086,1.086203098511363
0.89,107.1,-0.2616958894567504,0.8506557831705139
1.36,121.1,-0.7024853272586328,1.1645232350564465
0.92,96.0,-0.09616618620624127,0.9149601437388115
0.92,73.0,0.26898196834491783,0.8798003754859927
1.0,97.9,-0.13744454603714668,0.9905094632383088
2.05,114.8,-0.8598767690146633,1.8609438309924624
1.75,111.9,-0.6527286195076658,1.6237134443231098
1.84,117.0,-0.8353425195207661,1.639452004506597
1.73,118.5,-0.8254846552491226,1.5203536049052
2.37,130.2,-1.5297347199057625,1.8101965878641024
2.13,135.2,-1.511385668822789,1.5008708672224569
3.06,136.2,-2.2085862979809883,2.117958112043445
2.17,137.9,-1.6100875749170873,1.454825763140594
2.54,128.2,-1.570757324208187,1.9960765086655212
2.35,133.5,-1.6176332528803214,1.7046297718788765
2.9,125.9,-1.7004798345337888,2.349120757292808
2.67,124.3,-1.5046145506633157,2.2056824463036895
2.55,120.3,-1.2865454407282988,2.201658654047268
2.87,133.8,-1.9864509090080682,2.071451854642299
2.44,138.8,-1.8358923777055678,1.60720228268958
3.58,149.4,-3.0814564566741187,1.8223682683863285
3.29,137.0,-2.4061536783270707,2.24377460460562
2.73,144.3,-2.2169880284146313,1.5930675070022007
3.3,130.8,-2.1562879931673478,2.498083683650796
2.59,153.4,-2.3158594734139633,1.1596960375024137
2.34,144.3,-1.9002754529268266,1.3654864345733149
2.41,147.5,-2.0325733844090546,1.2948920561158455
3.09,136.2,-2.230239104823939,2.1387224072595568
2.52,152.5,-2.2352672996091187,1.1636065053522855
2.95,137.4,-2.1714864070032163,1.9967841105638493
2.97,140.8,-2.301585131451414,1.8771270289146067
2.85,161.5,-2.702722417337668,0.9043182707545127
4.28,162.8,-4.088591389883631,1.2656304541885186
3.68,171.7,-3.6414549037738073,0.531230819683583
2.83,172.7,-2.8070612725297837,0.35959284234182237
2.56,173.2,-2.541991700752735,0.30311415886464316
2.72,141.7,-2.1345917278499855,1.685798966482782
3.3,143.3,-2.6458596260043885,1.972162985019219
3.05,145.8,-2.5225957515374136,1.7143543024489978
3.25,141.3,-2.5363988238495723,2.0320386330910414
2.6,141.5,-2.0347812078162764,1.618538055257811
3.03,148.3,-2.577957661554875,1.592179102748971
2.94,149.0,-2.5200718640642097,1.5142119402355598
2.69,148.6,-2.2960516446706305,1.401515909651151
2.87,150.2,-2.4904868511688245,1.4263152681490843
3.09,151.5,-2.7155448781254727,1.4744205692021906
2.36,138.5,-1.767535501062045,1.5637833137891402
1.56,139.9,-1.1932773854327536,1.0048328624277632
2.8,135.9,-2.0107536337369294,1.9485558304584794
3.23,137.4,-2.377593591396742,2.186309382074994
2.83,132.9,-1.9264400591537372,2.0730964035682824
3.11,127.2,-1.8803032472219854,2.4772080450552507
2.53,133.9,-1.754306625537807,1.8229943125512353
2.48,129.1,-1.564076002429589,1.9245950895250348
2.9,125.5,-1.6840385715617252,2.3609350032333256
2.35,149.3,-2.020652838252653,1.1997758570922727
4.33,157.6,-4.0032843255413155,1.6500347295966877
3.76,167.4,-3.66944702488969,0.8202185876509991
3.29,169.1,-3.2306441647712996,0.6221240074367432
2.38,160.5,-2.243486748799384,0.7944603249763754
2.15,141.3,-1.6779253757774093,1.344271711121766
2.81,143.9,-2.2704515737534656,1.6556417641628913
2.26,151.0,-1.9766405381350343,1.0956697417567218
2.78,148.2,-2.3627016865034816,1.4649371114807639
2.58,148.4,-2.1974554900890633,1.351883637402804
2.57,168.1,-2.5147680917115705,0.5299447564693383
2.83,164.0,-2.7203705995054426,0.7800537169621078
2.78,155.8,-2.535693922958919,1.1395860340795723
2.25,147.1,-1.8891446952024291,1.2221425123890097
2.04,147.2,-1.7147558711311959,1.1050847489767894
2.28,163.1,-2.181534971651345,0.6628010014040155
2.55,158.5,-2.3725647983541625,0.9345781281469576
1.9,167.8,-1.8570901991435822,0.4015171132652379
2.23,146.8,-1.8659844190134844,1.221065988388387
4.46,159.2,-4.169322516726225,1.5837770523402919
3.55,164.7,-3.4241788355251828,0.936749327377075
3.35,159.9,-3.1459657445172757,1.151259976861814
3.39,163.1,-3.243598049955289,0.9854804362980758
2.79,172.3,-2.764843127204393,0.37382145731703414
3.16,165.2,-3.0551619079900916,0.8072085950770982
2.09,164.4,-2.0130097646071055,0.5620424250859054
3.83,167.8,-3.7435028751157478,0.8093739704241376
3.57,173.1,-3.5441437106881204,0.42888851463969074
3.22,167.3,-3.141221231505659,0.7079047780161357
3.29,164.3,-3.1672558457431155,0.8902754672605911
2.4,166.7,-2.3356292946650115,0.5521193692514513
2.25,152.8,-2.0011868399054196,1.0284703358820617
2.78,155.9,-2.5376790127078586,1.1351586798602504
2.72,163.4,-2.6066374025451626,0.7770723593415276
2.78,151.8,-2.4500235967406785,1.3136911263359692
2.94,151.9,-2.5934529860919433,1.384774930785065
2.65,167.3,-2.58516654145652,0.5825924415350184
2.75,162.1,-2.616884610668455,0.84523069894947
3.61,155.2,-3.2770766975037997,1.5142220176307
3.12,157.1,-2.87409846536505,1.214066724437444
2.8,169.1,-2.749484395550042,0.5294672403716963
4.06,160.7,-3.831831863427911,1.3418884344156854
2.52,161.8,-2.3939295698421246,0.7870839946508258
2.82,148.1,-2.3941001591141786,1.490196103917019
3.04,150.1,-2.6353661167642324,1.5154027288516443
3.5,148.4,-2.981044269500667,1.8339506708952769
2.81,146.7,-2.3486186854448388,1.542754118574751
2.02,126.9,-1.212848855158286,1.6153630101439225
2.47,148.3,-2.1015034402774067,1.2979149781485013
2.45,143.3,-1.9643503283971977,1.4641816100900265
2.92,137.8,-2.16314942115731,1.9614241208231316
2.56,130.0,-1.6455362807975404,1.9610737743845839
2.6,124.5,-1.4726562160045649,2.142728090417241
2.52,130.5,-1.6366090817920627,1.9162230333120782
1.66,132.1,-1.1129081874716065,1.2316798960195232
2.66,127.6,-1.6229861359773716,2.107490451324807
1.73,115.4,-0.7420577807874422,1.5627700566535103
1.85,104.2,-0.4538186638757849,1.793473897306007
2.43,113.9,-0.984494055875066,2.221637111219261
2.79,113.3,-1.1035719521506722,2.5624654039472134
2.47,114.2,-1.012509893588685,2.2529366869455143
2.56,121.7,-1.3452074267450058,2.178076440125571
2.05,105.3,-0.5409397524290144,1.977342707838486
3.31,128.8,-2.074058615616364,2.5796086639231794
2.48,145.2,-2.036450038651586,1.4153696478573907
2.21,136.7,-1.608377794422435,1.5156585599695018
3.21,137.0,-2.347645382197537,2.18921473580062
2.71,126.0,-1.592898033712602,2.1924360547561075
2.79,125.8,-1.6320319132143313,2.262868054980221
2.62,159.0,-2.445980717422669,0.9389240278086866
2.4,145.1,-1.968364502097053,1.3731500962692387
2.07,141.3,-1.6154909431903428,1.2942522986149094
2.72,145.5,-2.241623233051883,1.5406249644355454
2.77,135.9,-1.9892098448040336,1.92767844656071
2.23,113.9,-0.9034657385190934,2.038786320172408
2.36,112.3,-0.8955165364884518,2.1834949353904456
2.57,134.1,-1.7884958872422476,1.8455845852513955
2.83,122.7,-1.5288801069517635,2.3814755129052165
1.88,131.9,-1.2555252042855678,1.3993057069145696
2.28,135.8,-1.6345561854431012,1.5895364345084064
2.61,132.9,-1.7766814679827752,1.911936965835059
2.75,144.8,-2.247148470421604,1.5851888694669307
2.55,139.8,-1.9476798730183376,1.6459171036960738
3.06,140.3,-2.3543626384434995,1.954629521597728
2.73,149.4,-2.3498257337207664,1.389683064998513
2.73,143.0,-2.1802749424291097,1.6429550132050914
2.3,147.1,-1.9311256884291497,1.249301234886543
2.03,146.3,-1.6888668679248795,1.1263341877194384
1.56,140.7,-1.2071907271733495,0.9880741612989785
2.47,143.3,-1.980385841282073,1.476134113029537
2.5,150.7,-2.1801731810803013,1.2234561293721162
2.26,154.3,-2.036434068187927,0.9800695311678495
2.18,151.4,-1.9140028864329977,1.0435482503105231
1.47,149.1,-1.2613554114137573,0.7549056405255105
1.43,147.6,-1.2073889334678816,0.7662323168199652
1.52,146.0,-1.2601371102836634,0.8499732132755353
1.71,156.3,-1.5657830346106496,0.6873306980816913
2.49,171.5,-2.462649499771173,0.36804543371273096
2.79,154.7,-2.5223903135535712,1.1923284388502673
2.84,166.6,-2.762683494114686,0.6581640459234074
3.29,162.2,-3.132505702121636,1.0057375533286188
3.28,175.6,-3.2703330273042983,0.2516384122559659
3.26,176.0,-3.2520588038470266,0.22740610440584919
3.34,174.9,-3.32677715847197,0.2969069515339144
3.45,179.5,-3.4498686345713914,0.03010654746939016
3.32,173.5,-3.2986585608462704,0.37583466970945084
3.29,171.6,-3.2547059754482315,0.48061316397033527
3.55,170.7,-3.5033377932441656,0.5736935649169328
3.62,167.9,-3.539575317066155,0.7588191977118345
3.49,171.7,-3.453445003850703,0.503803141493398
3.1,175.4,-3.090014523214366,0.2486166654194627
2.25,175.1,-2.2417769164295396,0.1921880770590771
2.72,177.4,-2.717199949830744,0.1233873277115702
2.81,171.5,-2.7791345760469865,0.41534444527420644
2.31,178.0,-2.3085928104141114,0.08061783738277764
2.44,160.8,-2.304278343379454,0.8024346180421424
2.65,155.5,-2.4113973678228393,1.0989370930390339
3.1,156.8,-2.849319551691227,1.221219919731948
2.28,157.8,-2.1109849333667876,0.8614769939461049
2.46,165.9,-2.385885157600477,0.5992929289936151
1.66,170.2,-1.6357771114825934,0.2825477686156142
2.29,159.5,-2.1449793133788306,0.8019749030841805
2.16,172.8,-2.1429677548392725,0.27071978449889683
1.98,173.1,-1.965659537020302,0.2378709408926016
2.76,171.3,-2.7282431275919663,0.417479863882325
1.88,179.7,-1.8799742294251622,0.009843612003069262
2.19,160.2,-2.0605288840097535,0.7418360453371888
2.35,174.2,-2.3379696657476523,0.23748229837992402
2.16,177.8,-2.158407899446942,0.08291766762904298
1.45,164.7,-1.398608256763807,0.3826159224497912
1.51,180.6,-1.5099172057419235,-0.01581239401553065
1.38,177.4,-1.3785793863111862,0.06260092361837016
